YearMonth,Value,Type,Model
1980-01-01,,Full,MovingAverage_4
1980-02-01,,Full,MovingAverage_4
1980-03-01,,Full,MovingAverage_4
1980-04-01,114.5,Full,MovingAverage_4
1980-05-01,115.5,Full,MovingAverage_4
1980-06-01,128.0,Full,MovingAverage_4
1980-07-01,125.25,Full,MovingAverage_4
1980-08-01,132.75,Full,MovingAverage_4
1980-09-01,155.0,Full,MovingAverage_4
1980-10-01,149.75,Full,MovingAverage_4
1980-11-01,157.75,Full,MovingAverage_4
1980-12-01,192.25,Full,MovingAverage_4
1981-01-01,172.5,Full,MovingAverage_4
1981-02-01,168.0,Full,MovingAverage_4
1981-03-01,161.5,Full,MovingAverage_4
1981-04-01,119.0,Full,MovingAverage_4
1981-05-01,113.0,Full,MovingAverage_4
1981-06-01,112.5,Full,MovingAverage_4
1981-07-01,137.0,Full,MovingAverage_4
1981-08-01,166.25,Full,MovingAverage_4
1981-09-01,170.25,Full,MovingAverage_4
1981-10-01,173.75,Full,MovingAverage_4
1981-11-01,156.75,Full,MovingAverage_4
1981-12-01,159.75,Full,MovingAverage_4
1982-01-01,152.5,Full,MovingAverage_4
1982-02-01,136.5,Full,MovingAverage_4
1982-03-01,118.5,Full,MovingAverage_4
1982-04-01,86.25,Full,MovingAverage_4
1982-05-01,95.75,Full,MovingAverage_4
1982-06-01,106.75,Full,MovingAverage_4
1982-07-01,115.5,Full,MovingAverage_4
1982-08-01,120.5,Full,MovingAverage_4
1982-09-01,115.25,Full,MovingAverage_4
1982-10-01,113.0,Full,MovingAverage_4
1982-11-01,117.25,Full,MovingAverage_4
1982-12-01,130.25,Full,MovingAverage_4
1983-01-01,122.5,Full,MovingAverage_4
1983-02-01,121.5,Full,MovingAverage_4
1983-03-01,116.75,Full,MovingAverage_4
1983-04-01,95.75,Full,MovingAverage_4
1983-05-01,102.25,Full,MovingAverage_4
1983-06-01,102.25,Full,MovingAverage_4
1983-07-01,100.75,Full,MovingAverage_4
1983-08-01,110.5,Full,MovingAverage_4
1983-09-01,111.5,Full,MovingAverage_4
1983-10-01,108.25,Full,MovingAverage_4
1983-11-01,114.75,Full,MovingAverage_4
1983-12-01,124.75,Full,MovingAverage_4
1984-01-01,120.5,Full,MovingAverage_4
1984-02-01,118.0,Full,MovingAverage_4
1984-03-01,112.25,Full,MovingAverage_4
1984-04-01,93.0,Full,MovingAverage_4
1984-05-01,93.75,Full,MovingAverage_4
1984-06-01,94.25,Full,MovingAverage_4
1984-07-01,88.0,Full,MovingAverage_4
1984-08-01,101.75,Full,MovingAverage_4
1984-09-01,102.75,Full,MovingAverage_4
1984-10-01,108.0,Full,MovingAverage_4
1984-11-01,121.0,Full,MovingAverage_4
1984-12-01,125.25,Full,MovingAverage_4
1985-01-01,116.75,Full,MovingAverage_4
1985-02-01,110.25,Full,MovingAverage_4
1985-03-01,106.5,Full,MovingAverage_4
1985-04-01,90.0,Full,MovingAverage_4
1985-05-01,101.75,Full,MovingAverage_4
1985-06-01,100.0,Full,MovingAverage_4
1985-07-01,90.75,Full,MovingAverage_4
1985-08-01,93.25,Full,MovingAverage_4
1985-09-01,88.75,Full,MovingAverage_4
1985-10-01,97.0,Full,MovingAverage_4
1985-11-01,106.0,Full,MovingAverage_4
1985-12-01,112.5,Full,MovingAverage_4
1986-01-01,104.25,Full,MovingAverage_4
1986-02-01,93.5,Full,MovingAverage_4
1986-03-01,79.5,Full,MovingAverage_4
1986-04-01,65.0,Full,MovingAverage_4
1986-05-01,69.75,Full,MovingAverage_4
1986-06-01,70.25,Full,MovingAverage_4
1986-07-01,81.0,Full,MovingAverage_4
1986-08-01,92.75,Full,MovingAverage_4
1986-09-01,98.5,Full,MovingAverage_4
1986-10-01,103.0,Full,MovingAverage_4
1986-11-01,102.25,Full,MovingAverage_4
1986-12-01,108.0,Full,MovingAverage_4
1987-01-01,97.75,Full,MovingAverage_4
1987-02-01,92.75,Full,MovingAverage_4
1987-03-01,83.5,Full,MovingAverage_4
1987-04-01,69.75,Full,MovingAverage_4
1987-05-01,78.5,Full,MovingAverage_4
1987-06-01,80.75,Full,MovingAverage_4
1987-07-01,85.0,Full,MovingAverage_4
1987-08-01,81.75,Full,MovingAverage_4
1987-09-01,83.75,Full,MovingAverage_4
1987-10-01,90.25,Full,MovingAverage_4
1987-11-01,92.5,Full,MovingAverage_4
1987-12-01,113.5,Full,MovingAverage_4
1988-01-01,104.0,Full,MovingAverage_4
1988-02-01,107.75,Full,MovingAverage_4
1988-03-01,101.25,Full,MovingAverage_4
1988-04-01,78.5,Full,MovingAverage_4
1988-05-01,79.5,Full,MovingAverage_4
1988-06-01,71.5,Full,MovingAverage_4
1988-07-01,73.75,Full,MovingAverage_4
1988-08-01,76.5,Full,MovingAverage_4
1988-09-01,85.25,Full,MovingAverage_4
1988-10-01,93.5,Full,MovingAverage_4
1988-11-01,98.75,Full,MovingAverage_4
1988-12-01,113.25,Full,MovingAverage_4
1989-01-01,105.5,Full,MovingAverage_4
1989-02-01,91.5,Full,MovingAverage_4
1989-03-01,88.75,Full,MovingAverage_4
1989-04-01,73.5,Full,MovingAverage_4
1989-05-01,74.0,Full,MovingAverage_4
1989-06-01,81.75,Full,MovingAverage_4
1989-07-01,81.0,Full,MovingAverage_4
1989-08-01,81.0,Full,MovingAverage_4
1989-09-01,84.5,Full,MovingAverage_4
1989-10-01,83.5,Full,MovingAverage_4
1989-11-01,89.25,Full,MovingAverage_4
1989-12-01,105.0,Full,MovingAverage_4
1990-01-01,94.0,Full,MovingAverage_4
1990-02-01,89.5,Full,MovingAverage_4
1990-03-01,80.5,Full,MovingAverage_4
1990-04-01,65.5,Full,MovingAverage_4
1990-05-01,72.0,Full,MovingAverage_4
1990-06-01,73.75,Full,MovingAverage_4
1990-07-01,75.0,Full,MovingAverage_4
1990-08-01,73.25,Full,MovingAverage_4
1990-09-01,76.75,Full,MovingAverage_4
1990-10-01,74.0,Full,MovingAverage_4
1990-11-01,82.0,Full,MovingAverage_4
1990-12-01,97.5,Full,MovingAverage_4
1991-01-01,90.25,Full,MovingAverage_4
1991-02-01,87.75,Full,MovingAverage_4
1991-03-01,76.75,Full,MovingAverage_4
1991-04-01,60.0,Full,MovingAverage_4
1991-05-01,61.5,Full,MovingAverage_4
1991-06-01,64.0,Full,MovingAverage_4
1991-07-01,71.5,Full,MovingAverage_4
1991-08-01,69.0,Full,MovingAverage_4
1991-09-01,71.75,Full,MovingAverage_4
1991-10-01,71.25,Full,MovingAverage_4
