YearMonth,Value,Type,Model
1980-01-01,,Full,MovingAverage_6
1980-02-01,,Full,MovingAverage_6
1980-03-01,,Full,MovingAverage_6
1980-04-01,,Full,MovingAverage_6
1980-05-01,,Full,MovingAverage_6
1980-06-01,123.66666666666667,Full,MovingAverage_6
1980-07-01,124.66666666666667,Full,MovingAverage_6
1980-08-01,126.5,Full,MovingAverage_6
1980-09-01,139.16666666666666,Full,MovingAverage_6
1980-10-01,147.16666666666666,Full,MovingAverage_6
1980-11-01,152.83333333333334,Full,MovingAverage_6
1980-12-01,169.33333333333334,Full,MovingAverage_6
1981-01-01,170.66666666666666,Full,MovingAverage_6
1981-02-01,170.66666666666666,Full,MovingAverage_6
1981-03-01,157.16666666666666,Full,MovingAverage_6
1981-04-01,148.83333333333334,Full,MovingAverage_6
1981-05-01,140.83333333333334,Full,MovingAverage_6
1981-06-01,117.5,Full,MovingAverage_6
1981-07-01,133.5,Full,MovingAverage_6
1981-08-01,147.66666666666666,Full,MovingAverage_6
1981-09-01,146.66666666666666,Full,MovingAverage_6
1981-10-01,154.0,Full,MovingAverage_6
1981-11-01,162.66666666666666,Full,MovingAverage_6
1981-12-01,179.16666666666666,Full,MovingAverage_6
1982-01-01,157.0,Full,MovingAverage_6
1982-02-01,134.16666666666666,Full,MovingAverage_6
1982-03-01,128.16666666666666,Full,MovingAverage_6
1982-04-01,120.83333333333333,Full,MovingAverage_6
1982-05-01,116.33333333333333,Full,MovingAverage_6
1982-06-01,98.83333333333333,Full,MovingAverage_6
1982-07-01,103.5,Full,MovingAverage_6
1982-08-01,110.16666666666667,Full,MovingAverage_6
1982-09-01,114.16666666666667,Full,MovingAverage_6
1982-10-01,116.66666666666667,Full,MovingAverage_6
1982-11-01,117.83333333333333,Full,MovingAverage_6
1982-12-01,125.83333333333333,Full,MovingAverage_6
1983-01-01,118.83333333333333,Full,MovingAverage_6
1983-02-01,117.33333333333333,Full,MovingAverage_6
1983-03-01,118.83333333333333,Full,MovingAverage_6
1983-04-01,114.33333333333333,Full,MovingAverage_6
1983-05-01,108.83333333333333,Full,MovingAverage_6
1983-06-01,98.66666666666667,Full,MovingAverage_6
1983-07-01,104.33333333333333,Full,MovingAverage_6
1983-08-01,107.0,Full,MovingAverage_6
1983-09-01,105.33333333333333,Full,MovingAverage_6
1983-10-01,107.0,Full,MovingAverage_6
1983-11-01,112.66666666666667,Full,MovingAverage_6
1983-12-01,122.0,Full,MovingAverage_6
1984-01-01,118.5,Full,MovingAverage_6
1984-02-01,112.0,Full,MovingAverage_6
1984-03-01,113.16666666666667,Full,MovingAverage_6
1984-04-01,111.83333333333333,Full,MovingAverage_6
1984-05-01,104.5,Full,MovingAverage_6
1984-06-01,91.66666666666667,Full,MovingAverage_6
1984-07-01,91.5,Full,MovingAverage_6
1984-08-01,101.0,Full,MovingAverage_6
1984-09-01,98.16666666666667,Full,MovingAverage_6
1984-10-01,101.66666666666667,Full,MovingAverage_6
1984-11-01,109.66666666666667,Full,MovingAverage_6
1984-12-01,121.66666666666667,Full,MovingAverage_6
1985-01-01,117.33333333333333,Full,MovingAverage_6
1985-02-01,107.33333333333333,Full,MovingAverage_6
1985-03-01,112.16666666666667,Full,MovingAverage_6
1985-04-01,109.66666666666667,Full,MovingAverage_6
1985-05-01,104.5,Full,MovingAverage_6
1985-06-01,90.5,Full,MovingAverage_6
1985-07-01,94.83333333333333,Full,MovingAverage_6
1985-08-01,98.33333333333333,Full,MovingAverage_6
1985-09-01,92.66666666666667,Full,MovingAverage_6
1985-10-01,95.16666666666667,Full,MovingAverage_6
1985-11-01,97.66666666666667,Full,MovingAverage_6
1985-12-01,106.66666666666667,Full,MovingAverage_6
1986-01-01,101.66666666666667,Full,MovingAverage_6
1986-02-01,95.33333333333333,Full,MovingAverage_6
