YearMonth,Value,Type,Model
1980-01-01,,Full,MovingAverage_6
1980-02-01,,Full,MovingAverage_6
1980-03-01,,Full,MovingAverage_6
1980-04-01,,Full,MovingAverage_6
1980-05-01,,Full,MovingAverage_6
1980-06-01,1690.1666666666667,Full,MovingAverage_6
1980-07-01,1736.8333333333333,Full,MovingAverage_6
1980-08-01,1880.5,Full,MovingAverage_6
1980-09-01,1827.1666666666667,Full,MovingAverage_6
1980-10-01,1974.5,Full,MovingAverage_6
1980-11-01,2410.5,Full,MovingAverage_6
1980-12-01,3044.1666666666665,Full,MovingAverage_6
1981-01-01,2971.5,Full,MovingAverage_6
1981-02-01,2816.5,Full,MovingAverage_6
1981-03-01,2758.0,Full,MovingAverage_6
1981-04-01,2654.6666666666665,Full,MovingAverage_6
1981-05-01,2168.5,Full,MovingAverage_6
1981-06-01,1552.0,Full,MovingAverage_6
1981-07-01,1593.8333333333333,Full,MovingAverage_6
1981-08-01,1752.0,Full,MovingAverage_6
1981-09-01,1810.0,Full,MovingAverage_6
1981-10-01,1859.5,Full,MovingAverage_6
1981-11-01,2307.3333333333335,Full,MovingAverage_6
1981-12-01,2819.1666666666665,Full,MovingAverage_6
1982-01-01,2774.0,Full,MovingAverage_6
1982-02-01,2583.5,Full,MovingAverage_6
1982-03-01,2506.3333333333335,Full,MovingAverage_6
1982-04-01,2425.8333333333335,Full,MovingAverage_6
1982-05-01,2039.1666666666667,Full,MovingAverage_6
1982-06-01,1522.1666666666667,Full,MovingAverage_6
1982-07-01,1596.1666666666667,Full,MovingAverage_6
1982-08-01,1690.8333333333333,Full,MovingAverage_6
1982-09-01,1722.1666666666667,Full,MovingAverage_6
1982-10-01,1842.8333333333333,Full,MovingAverage_6
1982-11-01,2185.5,Full,MovingAverage_6
1982-12-01,2698.0,Full,MovingAverage_6
1983-01-01,2640.5,Full,MovingAverage_6
1983-02-01,2597.3333333333335,Full,MovingAverage_6
1983-03-01,2651.3333333333335,Full,MovingAverage_6
1983-04-01,2461.5,Full,MovingAverage_6
1983-05-01,2082.6666666666665,Full,MovingAverage_6
1983-06-01,1536.1666666666667,Full,MovingAverage_6
1983-07-01,1534.6666666666667,Full,MovingAverage_6
1983-08-01,1644.6666666666667,Full,MovingAverage_6
1983-09-01,1671.5,Full,MovingAverage_6
1983-10-01,1860.8333333333333,Full,MovingAverage_6
1983-11-01,2214.1666666666665,Full,MovingAverage_6
1983-12-01,2827.1666666666665,Full,MovingAverage_6
1984-01-01,2828.6666666666665,Full,MovingAverage_6
1984-02-01,2684.8333333333335,Full,MovingAverage_6
1984-03-01,2663.1666666666665,Full,MovingAverage_6
1984-04-01,2542.8333333333335,Full,MovingAverage_6
1984-05-01,2230.6666666666665,Full,MovingAverage_6
1984-06-01,1644.1666666666667,Full,MovingAverage_6
1984-07-01,1642.1666666666667,Full,MovingAverage_6
1984-08-01,1929.5,Full,MovingAverage_6
1984-09-01,1879.1666666666667,Full,MovingAverage_6
1984-10-01,1998.3333333333333,Full,MovingAverage_6
1984-11-01,2449.3333333333335,Full,MovingAverage_6
1984-12-01,3094.3333333333335,Full,MovingAverage_6
1985-01-01,3123.3333333333335,Full,MovingAverage_6
1985-02-01,2877.1666666666665,Full,MovingAverage_6
1985-03-01,2891.6666666666665,Full,MovingAverage_6
1985-04-01,2739.1666666666665,Full,MovingAverage_6
1985-05-01,2343.0,Full,MovingAverage_6
1985-06-01,1693.8333333333333,Full,MovingAverage_6
1985-07-01,1672.8333333333333,Full,MovingAverage_6
1985-08-01,1811.1666666666667,Full,MovingAverage_6
1985-09-01,1798.6666666666667,Full,MovingAverage_6
1985-10-01,2155.0,Full,MovingAverage_6
1985-11-01,2570.3333333333335,Full,MovingAverage_6
1985-12-01,3246.1666666666665,Full,MovingAverage_6
