YearMonth,Value,Type,Model
1980-01-01,,Full,MovingAverage_2
1980-02-01,1638.5,Full,MovingAverage_2
1980-03-01,1947.5,Full,MovingAverage_2
1980-04-01,2008.0,Full,MovingAverage_2
1980-05-01,1591.5,Full,MovingAverage_2
1980-06-01,1424.0,Full,MovingAverage_2
1980-07-01,1671.5,Full,MovingAverage_2
1980-08-01,2209.5,Full,MovingAverage_2
1980-09-01,2218.5,Full,MovingAverage_2
1980-10-01,2290.0,Full,MovingAverage_2
1980-11-01,3341.5,Full,MovingAverage_2
1980-12-01,4633.0,Full,MovingAverage_2
1981-01-01,3354.5,Full,MovingAverage_2
1981-02-01,1526.5,Full,MovingAverage_2
1981-03-01,1578.0,Full,MovingAverage_2
1981-04-01,1804.5,Full,MovingAverage_2
1981-05-01,1573.0,Full,MovingAverage_2
1981-06-01,1325.0,Full,MovingAverage_2
1981-07-01,1630.5,Full,MovingAverage_2
1981-08-01,2126.5,Full,MovingAverage_2
1981-09-01,2226.5,Full,MovingAverage_2
1981-10-01,2127.0,Full,MovingAverage_2
1981-11-01,3065.0,Full,MovingAverage_2
1981-12-01,4204.0,Full,MovingAverage_2
1982-01-01,3030.5,Full,MovingAverage_2
1982-02-01,1419.5,Full,MovingAverage_2
1982-03-01,1423.5,Full,MovingAverage_2
1982-04-01,1654.0,Full,MovingAverage_2
1982-05-01,1663.5,Full,MovingAverage_2
1982-06-01,1493.0,Full,MovingAverage_2
1982-07-01,1701.5,Full,MovingAverage_2
1982-08-01,1925.5,Full,MovingAverage_2
1982-09-01,1801.5,Full,MovingAverage_2
1982-10-01,2110.0,Full,MovingAverage_2
1982-11-01,3053.5,Full,MovingAverage_2
1982-12-01,4058.5,Full,MovingAverage_2
1983-01-01,3066.5,Full,MovingAverage_2
1983-02-01,1623.5,Full,MovingAverage_2
1983-03-01,1834.0,Full,MovingAverage_2
1983-04-01,1702.5,Full,MovingAverage_2
1983-05-01,1347.5,Full,MovingAverage_2
1983-06-01,1282.5,Full,MovingAverage_2
1983-07-01,1422.5,Full,MovingAverage_2
1983-08-01,1949.0,Full,MovingAverage_2
1983-09-01,2244.5,Full,MovingAverage_2
1983-10-01,2351.0,Full,MovingAverage_2
1983-11-01,2975.5,Full,MovingAverage_2
1983-12-01,4181.5,Full,MovingAverage_2
1984-01-01,3266.0,Full,MovingAverage_2
1984-02-01,1522.0,Full,MovingAverage_2
1984-03-01,1748.0,Full,MovingAverage_2
1984-04-01,1925.0,Full,MovingAverage_2
1984-05-01,1678.0,Full,MovingAverage_2
1984-06-01,1485.5,Full,MovingAverage_2
1984-07-01,1500.5,Full,MovingAverage_2
1984-08-01,2378.0,Full,MovingAverage_2
1984-09-01,2459.0,Full,MovingAverage_2
1984-10-01,2131.5,Full,MovingAverage_2
1984-11-01,3388.5,Full,MovingAverage_2
1984-12-01,4773.5,Full,MovingAverage_2
1985-01-01,3522.5,Full,MovingAverage_2
1985-02-01,1726.5,Full,MovingAverage_2
1985-03-01,1764.0,Full,MovingAverage_2
1985-04-01,1717.5,Full,MovingAverage_2
1985-05-01,1742.5,Full,MovingAverage_2
1985-06-01,1637.5,Full,MovingAverage_2
1985-07-01,1512.0,Full,MovingAverage_2
1985-08-01,2078.5,Full,MovingAverage_2
1985-09-01,2141.5,Full,MovingAverage_2
1985-10-01,2749.0,Full,MovingAverage_2
1985-11-01,4057.5,Full,MovingAverage_2
1985-12-01,4911.0,Full,MovingAverage_2
1986-01-01,3520.0,Full,MovingAverage_2
1986-02-01,1564.5,Full,MovingAverage_2
1986-03-01,1550.0,Full,MovingAverage_2
1986-04-01,1591.0,Full,MovingAverage_2
1986-05-01,1685.0,Full,MovingAverage_2
1986-06-01,1584.0,Full,MovingAverage_2
1986-07-01,1993.5,Full,MovingAverage_2
1986-08-01,2951.0,Full,MovingAverage_2
1986-09-01,2440.0,Full,MovingAverage_2
1986-10-01,1955.5,Full,MovingAverage_2
1986-11-01,3168.0,Full,MovingAverage_2
